round,expert,coverage,regime_tune_rows,marginal,action
0,1,0.7226,2,,dropped(min-support)
0,3,0.7253,4,,dropped(min-support)
0,2,0.5806,2622,43.0283,kept(prune off)
0,4,0.3092,82601,0.0124,kept(prune off)
