method,bucket,rows,accuracy,macro_f1,tail_f1
realistic_oracle,all,1757021,1.0,1.0,1.0
realistic_oracle,seen_same_label,0,,,
realistic_oracle,seen_diff_label,0,,,
realistic_oracle,unseen,1757021,1.0,1.0,1.0
xgboost_c0,all,1757021,0.983248350475037,0.792252081885766,0.5189099259045041
xgboost_c0,seen_same_label,0,,,
xgboost_c0,seen_diff_label,0,,,
xgboost_c0,unseen,1757021,0.983248350475037,0.792252081885766,0.5189099259045041
tabpfn_v3,all,1757021,0.994397335034698,0.7689080114836396,0.46542119025946915
tabpfn_v3,seen_same_label,0,,,
tabpfn_v3,seen_diff_label,0,,,
tabpfn_v3,unseen,1757021,0.994397335034698,0.7689080114836396,0.46542119025946915
