expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,15800,12761,15800,0,0,0,0,1,15799,0
2,1966804,12761,186000,130706,1594,40270,11227,2203,0,0
3,103,12761,103,0,0,0,0,0,0,103
4,405,12761,405,0,0,0,405,0,0,0
5,4972,12761,4972,2064,0,0,0,0,2908,0
