bank,expert,block_rows,residual_regime_rows,identical_to_residual,selector_active
residual,1,15800,15800,True,False
residual,2,186000,1966804,True,True
residual,3,103,103,True,False
residual,4,405,405,True,False
residual,5,4972,4972,True,False
