round,expert,coverage,regime_tune_rows,marginal,action
0,3,0.4867,5,,dropped(min-support)
0,4,0.1593,0,,dropped(min-support)
0,5,0.0687,34,,dropped(min-support)
0,1,0.0995,2198,5.1237,kept(prune off)
0,2,0.079,78688,0.0001,kept(prune off)
0,6,0.1245,53,80.4983,kept(prune off)
0,7,0.0374,667,0.0,kept(prune off)
0,8,0.1325,912,0.0879,kept(prune off)
