method,rows,balanced_accuracy,macro_auprc,ece_15bin,benign_fpr
racepfn_system,4023114,0.7286,0.7221,0.0114,0.001977
global_tabpfn,4023114,0.7286,0.7221,0.0114,0.001977
xgboost,4023114,0.7749,0.7426,0.0055,0.002662
