cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,15800,0.7681848005183477,51.7322246607174,0,0,0,0,1,15799,0
1,1966804,0.11740939065563982,0.057551109540692306,1738921,20642,57189,131268,18784,0,0
2,103,0.00531208659577557,3145.044655012242,0,0,0,0,0,0,103
3,405,0.0013610860416071663,3.2399813224007774,0,0,0,405,0,0,0
4,4972,0.005859470265539311,1.136159186711481,2064,0,0,0,0,2908,0
