expert,class,rows,mean_gain,frac_positive
1,benign,100000,-0.19345772837165837,0.00047
1,bot,31156,-0.2636974198108077,0.0
1,brute_force,86279,-3.062173047115257,0.0
1,ddos,100000,-0.14848335422617262,0.01598
1,dos,45446,-3.0942565311158923,0.2216036614883598
1,infiltration,28224,27.397785536020862,0.5937854308390023
1,web_attacks,381,1443.8895317805259,0.6850393700787402
2,benign,100000,-0.01713633456099285,0.059
2,bot,31156,-0.3003337693739233,0.0
2,brute_force,86279,1.3724298937474957,0.6723304628009134
2,ddos,100000,-0.17025633987178873,3e-05
2,dos,45446,-7.0679112820753005,0.11501562293711218
2,infiltration,28224,10.842839085741588,0.5547052154195011
2,web_attacks,381,990.6297971197695,0.5958005249343832
3,benign,100000,-0.08580354798720234,0.00045
3,bot,31156,-0.09056738634113001,0.0
3,brute_force,86279,-0.2945962451178115,0.0
3,ddos,100000,-0.007123530717398418,0.00631
3,dos,45446,-0.3735637072490373,0.24525810852440258
3,infiltration,28224,23.33241533113798,0.5908801020408163
3,web_attacks,381,1625.5805635707857,0.7559055118110236
4,benign,100000,-0.08369405139413175,0.00086
4,bot,31156,-2.9275281564639184,0.0
4,brute_force,86279,-1.9768298389352719,0.0
4,ddos,100000,-0.8055981474750799,0.00359
4,dos,45446,-3.236406781319059,0.002794525370769705
4,infiltration,28224,22.22483054916475,0.5837939342403629
4,web_attacks,381,946.4966122072799,0.5931758530183727
5,benign,100000,-0.06698978415639346,0.00117
5,bot,31156,-0.27271843251892947,0.0
5,brute_force,86279,-1.428922015923586,0.0
5,ddos,100000,-0.4133373155605797,0.00398
5,dos,45446,-0.8573406260002056,0.3208423183558509
5,infiltration,28224,21.12790975981443,0.5781604308390023
5,web_attacks,381,1478.462853715812,0.8530183727034121
