class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3496001,0,0,6925,0
bot,41542,41415,0,0,127,0
brute_force,115040,115020,0,0,20,0
ddos,264872,192452,0,0,72420,0
dos,60594,38838,0,0,21756,0
infiltration,37631,10235,0,0,27396,0
web_attacks,509,237,0,0,272,0
