class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,100761,100761,0,3496001,3496001
bot,4,4,0,41415,41415
brute_force,21110,21110,0,115020,115020
ddos,8,8,0,192452,192452
dos,3,3,0,38838,38838
infiltration,4950,4950,0,10235,10235
web_attacks,2080,2080,0,237,237
