class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,33852,33852,0,3498379,3498379
bot,4,4,0,41417,41417
brute_force,21118,21118,0,115020,115020
ddos,144,144,0,258954,258954
dos,5,5,0,38871,38871
infiltration,2150,2150,0,10214,10214
web_attacks,2550,2550,0,436,436
