expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,15846,12761,15846,0,0,0,0,0,15746,100
2,1973502,12761,186000,118631,7074,40073,10577,7363,2282,0
3,10641,12761,10641,0,0,0,0,10487,2,152
