expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9089,848,17572,0.7272,0.646
2,202121,normgain,0.7686,996,45771,0.7783,0.1616
3,202121,normgain,0.9249,51,15127,0.6441,0.5138
