budget,train_rows,fit_s,macro_f1,tail_f1,weighted_f1,brute_f1,ddos_f1,recall_ftp_bruteforce,recall_ssh_bruteforce
c0,250000,911.9,0.757133,0.535968,0.984981,0.915866,0.99888,1.0,0.999469
