method,bucket,rows,accuracy,macro_f1,tail_f1
xgboost_c0,all,4023114,0.9813935175587866,0.7525198905459582,0.5260471657971554
xgboost_c0,seen_same_label,1955922,0.9958433925279229,0.9028137268031186,0.7743268401429363
xgboost_c0,seen_diff_label,48157,0.0980750462030442,0.058566568370557945,0.04198924471073221
xgboost_c0,unseen,2019035,0.9884637958232522,0.7812579647853691,0.4950462275172722
tabpfn_v3,all,4023114,0.9858388303190017,0.7627844834306176,0.5505280963611768
tabpfn_v3,seen_same_label,1955922,0.9980771216848116,0.9506658792820841,0.8899777073098307
tabpfn_v3,seen_diff_label,48157,0.1337500259567664,0.06895086189832114,0.03361500083982758
tabpfn_v3,unseen,2019035,0.9943066861149015,0.780669546105812,0.49265450776763586
