expert,threshold,objective,owned_accept_rate,mean_owned_class_accept_rate,min_owned_class_accept_rate,benign_accept_rate,non_owned_attack_accept_rate,owned_local_acc_given_accept,floor_shortfall,owned_support,benign_support,non_owned_attack_support,old_threshold,score_scale
DoS_Like_Known,5.289984703063965,0.867352246406261,0.9950539300399261,0.9762783435306337,0.9603106125970664,0.03485536155573143,0.004360012457178449,0.999720525412225,0.0,50343,371478,3211,5.289984703063965,0.5475218892097473
Credential_Web_Like_Known,3.7867393493652344,0.7447605726977023,0.9896810506566605,0.9665850169432353,0.9076923076923077,0.0033757046177700966,0.0001588688537612201,0.939652448657188,0.04230769230769227,3198,371478,50356,3.7867393493652344,0.48813679814338684
Rare_Fallback_Known,3.7873880863189697,0.2514427401931344,0.9230769230769231,0.9523809523809524,0.8571428571428571,0.059260575323437724,0.05887077193179059,1.0,0.09285714285714286,13,371478,53541,3.7873880863189697,0.15542306005954742
