expert,threshold,objective,owned_accept_rate,mean_owned_class_accept_rate,min_owned_class_accept_rate,benign_accept_rate,non_owned_attack_accept_rate,owned_local_acc_given_accept,floor_shortfall,owned_support,benign_support,non_owned_attack_support
DoS_Like_Known,1.6509233713150024,-2.936820312944774,0.9999602725304412,0.9995685936151855,0.998274374460742,0.9824296459009686,0.9890999688570539,0.998748534991359,0.0,50343,371478,3211
DoS_Like_Known,1.767822027206421,-2.8035531881447993,0.9999404087956617,0.9993528904227782,0.997411561691113,0.9760335739936147,0.8748053565867331,0.9987683750496623,0.0,50343,371478,3211
DoS_Like_Known,1.8235244750976562,-2.8016092066340867,0.9999006813261029,0.9988983449682327,0.997411561691113,0.9752340650051955,0.8748053565867331,0.9987683261154595,0.0,50343,371478,3211
DoS_Like_Known,1.8235304355621338,-2.8018364793613597,0.9998808175913235,0.99867107224096,0.9972727272727273,0.9752340650051955,0.8748053565867331,0.9987683016468999,0.0,50343,371478,3211
DoS_Like_Known,1.8820780515670776,-2.8009592321713184,0.9996225890391911,0.9976101158227125,0.9956859361518551,0.9745879971357658,0.8748053565867331,0.9989468245767427,0.0,50343,371478,3211
DoS_Like_Known,1.8820894956588745,-2.80120750033016,0.9995629978348529,0.9973618476638709,0.9956859361518551,0.9745879971357658,0.8748053565867331,0.9989666342083822,0.0,50343,371478,3211
DoS_Like_Known,2.1491196155548096,-2.768603605102088,0.9989869495262499,0.9964141215485586,0.994823123382226,0.9635079331750467,0.8744939271255061,0.9994432514117554,0.0,50343,371478,3211
DoS_Like_Known,2.5872838497161865,-2.3109079400080876,0.9989273583219117,0.9958381579298556,0.9945454545454545,0.9036605128702103,0.5957645593273123,0.999463103263139,0.0,50343,371478,3211
DoS_Like_Known,2.693690538406372,-2.1028969982219667,0.9989273583219117,0.9958381579298556,0.9945454545454545,0.8872665406834321,0.436935534101526,0.999463103263139,0.0,50343,371478,3211
DoS_Like_Known,2.76069712638855,-2.0679633152728925,0.9989273583219117,0.9958381579298556,0.9945454545454545,0.8775943662881786,0.4310183743382124,0.999463103263139,0.0,50343,371478,3211
DoS_Like_Known,2.989947557449341,-1.9414131419930478,0.9985698110958823,0.9953082727217455,0.9936363636363637,0.8357533958942387,0.42946122703207723,0.9994828032066201,0.0,50343,371478,3211
DoS_Like_Known,3.475928544998169,-1.3722502755392754,0.9983711737480881,0.9941563194676131,0.99,0.7243362998616338,0.19339769542198693,0.9995622848729632,0.0,50343,371478,3211
DoS_Like_Known,3.738056182861328,-0.9370918346718748,0.9979937627872792,0.9935050160953455,0.9890909090909091,0.639276080952304,0.012768607910308314,0.9996019266748936,0.0,50343,371478,3211
DoS_Like_Known,3.7937943935394287,-0.8876038057370758,0.9977752617047058,0.9912268569920912,0.98,0.6220206849396196,0.012768607910308314,0.999601839501503,0.0,50343,371478,3211
DoS_Like_Known,4.41541862487793,-0.45765933227975997,0.9971396221917644,0.988490983739932,0.9763636363636363,0.48038914821335316,0.004982871379632514,0.9996613478356142,0.0,50343,371478,3211
DoS_Like_Known,4.441913604736328,-0.4503970614564814,0.9970800309874263,0.9882427155810904,0.9763636363636363,0.4778856352193131,0.004982871379632514,0.9996613275958244,0.0,50343,371478,3211
DoS_Like_Known,4.762986183166504,-0.15028714746363955,0.9964046640049262,0.9840662675460392,0.9754545454545455,0.3765606576970911,0.004671441918405481,0.9996810334516167,0.0,50343,371478,3211
DoS_Like_Known,4.808095455169678,0.5570805340679491,0.9963252090658086,0.9839285538903012,0.9754545454545455,0.14082933578839124,0.004360012457178449,0.9996810080146736,0.0,50343,371478,3211
DoS_Like_Known,4.930587291717529,0.7793663513531628,0.9961265717180144,0.9829171638038805,0.9754545454545455,0.06639693333117977,0.004360012457178449,0.9996809444045625,0.0,50343,371478,3211
DoS_Like_Known,5.289984703063965,0.867352246406261,0.9950539300399261,0.9762783435306337,0.9603106125970664,0.03485536155573143,0.004360012457178449,0.999720525412225,0.0,50343,371478,3211
DoS_Like_Known,5.289987564086914,0.8645481049049668,0.9948155652225732,0.9736899052217467,0.9499568593615185,0.03485536155573143,0.004360012457178449,0.999720458448145,4.314063848143146e-05,50343,371478,3211
DoS_Like_Known,5.290065765380859,-0.21396676865589825,0.990048268875514,0.9218979999742762,0.7446074201898188,0.034847285707363555,0.004360012457178449,0.999759239195859,0.2053925798101811,50343,371478,3211
DoS_Like_Known,5.323605060577393,-0.5456770994521686,0.9881016228671314,0.9005757033098444,0.6816220880069025,0.03333441011311571,0.004360012457178449,0.9998391765841107,0.26837791199309746,50343,371478,3211
DoS_Like_Known,5.835076332092285,-0.7594462024381513,0.984565878076396,0.8867515478453011,0.6583261432269197,0.025000134597472797,0.003737153534724385,0.9998789492797482,0.31349203859126196,50343,371478,3211
DoS_Like_Known,6.118197441101074,-1.036529411913673,0.9800170828119102,0.8690852554129496,0.6410698878343399,0.019594700089911113,0.0021800062285892243,0.9998783874171514,0.36893011216565996,50343,371478,3211
