class,support,seen_in_trainval,is_unseen_attack,exp0_ood_rate,ood_detect_all_reject_rate,ood_detect_total_rate,known_expert_accept_rate,binary_benign_stop_rate,multi_accept_rate
normal,413933,True,False,0.010622492045814178,0.011956041195072632,0.02257853324088681,0.01262281576970186,0.9647986509894113,0.00025366424034807566
portscan,158804,False,True,1.8891211808266793e-05,0.0025755018765270398,0.0025943930883353065,0.0009130752373995618,0.9964925316742651,3.1485353013777994e-05
ddos,128025,False,True,2.3432923257176333e-05,0.03224370240187464,0.03226713532513181,0.5994141769185706,0.3683186877562976,0.0
bot,1956,False,True,0.0,0.0,0.0,0.0,1.0,0.0
