method,bucket,rows,accuracy,macro_f1,tail_f1
localpfn_knn,all,1757021,0.972995769544018,0.7402064265002479,0.45268355701064933
localpfn_knn,seen_same_label,0,,,
localpfn_knn,seen_diff_label,0,,,
localpfn_knn,unseen,1757021,0.972995769544018,0.7402064265002479,0.45268355701064933
