class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,1346,1346,0,1210,1210
bot,1,1,0,1997,1997
brute_force,660,660,0,1341,1341
ddos,0,0,0,1991,1991
dos,0,0,0,790,790
infiltration,804,804,0,1797,1797
web_attacks,112,112,0,460,460
