arm,region,model,rows,classes_present,macro_f1,present_class_macro_f1,accuracy
designed,1,global,2945764,7,0.6294615187813483,0.6294615187813483,0.9973721588015876
designed,1,e1,2945764,7,0.6705014603516777,0.6705014603516777,0.9966008818085902
designed,1,e2,2945764,7,0.6490272437475328,0.6490272437475328,0.8371074532786741
designed,1,e3,2945764,7,0.5802405004877761,0.5802405004877761,0.7466185342749793
designed,1,e4,2945764,7,0.5698851798255926,0.5698851798255926,0.8205440082776488
designed,1,region_constant,2945764,7,0.13391073462829833,0.13391073462829833,0.8821317661564199
designed,2,global,1084,4,0.07474216030245673,0.13079878052929927,0.18726937269372693
designed,2,e1,1084,4,0.0822778826142329,0.14398629457490758,0.2066420664206642
designed,2,e2,1084,4,0.11989041095890414,0.20980821917808223,0.42066420664206644
designed,2,e3,1084,4,0.11113480245461238,0.19448590429557167,0.2518450184501845
designed,2,e4,1084,4,0.04738701725209082,0.08292728019115893,0.13745387453874539
designed,2,region_constant,1084,4,0.028048490610886618,0.04908485856905158,0.1088560885608856
designed,3,global,85561,4,0.39443397407234787,0.6902594546266088,0.8688771753485817
designed,3,e1,85561,4,0.4670439243231193,0.8173268675654588,0.952723787707016
designed,3,e2,85561,4,0.3257408664958223,0.570046516367689,0.5440212246233681
designed,3,e3,85561,4,0.3789666305341175,0.6631916034347056,0.6532649221023598
designed,3,e4,85561,4,0.2720538659168547,0.4760942653544958,0.5302532695971295
designed,3,region_constant,85561,4,0.08923935744539653,0.15616887552944392,0.45420226505066563
designed,4,global,10064,6,0.14418301897528368,0.16821352213783095,0.9734697933227345
designed,4,e1,10064,6,0.14418301897528368,0.16821352213783095,0.9734697933227345
designed,4,e2,10064,6,0.13606234025483468,0.1587393969639738,0.5762122416534181
designed,4,e3,10064,6,0.11601125031747228,0.13534645870371767,0.4934419713831478
designed,4,e4,10064,6,0.24130627565442278,0.28152398826349323,0.48062400635930047
designed,4,region_constant,10064,6,0.14093665259266186,0.16442609469143885,0.9734697933227345
matched_random,1,global,2945764,7,0.6294615187813483,0.6294615187813483,0.9973721588015876
matched_random,1,e1,2945764,7,0.6602312874723234,0.6602312874723234,0.9969855018935665
matched_random,1,e2,2945764,7,0.6335502486502059,0.6335502486502059,0.9764509308960256
matched_random,1,e3,2945764,7,0.6030225390878895,0.6030225390878895,0.7995701624434273
matched_random,1,e4,2945764,7,0.5709199489913176,0.5709199489913176,0.8335620232985399
matched_random,1,region_constant,2945764,7,0.13391073462829833,0.13391073462829833,0.8821317661564199
matched_random,2,global,1084,4,0.07474216030245673,0.13079878052929927,0.18726937269372693
matched_random,2,e1,1084,4,0.12294725633845084,0.21515769859228898,0.3699261992619926
matched_random,2,e2,1084,4,0.04967605501003488,0.08693309626756104,0.14206642066420663
matched_random,2,e3,1084,4,0.04032758332584068,0.07057327082022119,0.11070110701107011
matched_random,2,e4,1084,4,0.04912814897703827,0.08597426070981698,0.14022140221402213
matched_random,2,region_constant,1084,4,0.028048490610886618,0.04908485856905158,0.1088560885608856
matched_random,3,global,85561,4,0.39443397407234787,0.6902594546266088,0.8688771753485817
matched_random,3,e1,85561,4,0.5330237562555405,0.932791573447196,0.9803882610067671
matched_random,3,e2,85561,4,0.37583311686059534,0.6577079545060418,0.6814670235270742
matched_random,3,e3,85561,4,0.18230448031183494,0.3190328405457111,0.5295520155210902
matched_random,3,e4,85561,4,0.2605085985632099,0.45589004748561734,0.5354425497598205
matched_random,3,region_constant,85561,4,0.08923935744539653,0.15616887552944392,0.45420226505066563
matched_random,4,global,10064,6,0.14418301897528368,0.16821352213783095,0.9734697933227345
matched_random,4,e1,10064,6,0.14077610478638755,0.16423878891745217,0.9712837837837838
matched_random,4,e2,10064,6,0.251323006866175,0.29321017467720417,0.8307829888712241
matched_random,4,e3,10064,6,0.16009646054641652,0.18677920397081926,0.509737678855326
matched_random,4,e4,10064,6,0.23744226072031574,0.2770159708403684,0.5151033386327504
matched_random,4,region_constant,10064,6,0.14093665259266186,0.16442609469143885,0.9734697933227345
