model,class,window,validation_FPR_target,threshold,positives,negatives,TP,FP,recall,FPR
global_raw,dos,full_test,0.01,0.0007066716789267957,39483,3002990,39483,49761,1.0,0.01657048475019897
global_raw,dos,time_quartile_1,0.01,0.0007066716789267957,39483,721134,39483,44568,1.0,0.06180266080922547
global_raw,dos,time_quartile_2,0.01,0.0007066716789267957,0,760619,0,597,,0.0007848870459454734
global_raw,dos,time_quartile_3,0.01,0.0007066716789267957,0,760618,0,919,,0.001208228046141427
global_raw,dos,time_quartile_4,0.01,0.0007066716789267957,0,760619,0,3677,,0.0048342205493157545
global_raw,infiltration,full_test,0.001,0.9979010820388794,8742,3033731,869,48,0.09940517044154655,1.58221015640477e-05
global_raw,infiltration,time_quartile_1,0.001,0.9979010820388794,0,760617,0,35,,4.6015274441670384e-05
global_raw,infiltration,time_quartile_2,0.001,0.9979010820388794,8028,752591,869,7,0.10824613851519681,9.301200785021347e-06
global_raw,infiltration,time_quartile_3,0.001,0.9979010820388794,714,759904,0,2,0.0,2.6319113993346527e-06
global_raw,infiltration,time_quartile_4,0.001,0.9979010820388794,0,760619,0,4,,5.258874679701664e-06
global_raw,infiltration,full_test,0.01,0.4508017897605896,8742,3033731,2947,15293,0.33710821322351864,0.005040987483728781
global_raw,infiltration,time_quartile_1,0.01,0.4508017897605896,0,760617,0,2258,,0.002968642562551192
global_raw,infiltration,time_quartile_2,0.01,0.4508017897605896,8028,752591,2855,4453,0.35563029397110113,0.005916892442242865
global_raw,infiltration,time_quartile_3,0.01,0.4508017897605896,714,759904,92,4975,0.12885154061624648,0.006546879605844949
global_raw,infiltration,time_quartile_4,0.01,0.4508017897605896,0,760619,0,3607,,0.004742190242420976
global_raw,web_attacks,full_test,0.001,0.5574499368667603,127,3042346,105,315,0.8267716535433071,0.00010353851928741833
global_raw,web_attacks,time_quartile_1,0.001,0.5574499368667603,127,760490,105,97,0.8267716535433071,0.00012754934318662966
global_raw,web_attacks,time_quartile_2,0.001,0.5574499368667603,0,760619,0,166,,0.00021824329920761907
global_raw,web_attacks,time_quartile_3,0.001,0.5574499368667603,0,760618,0,25,,3.2868009960321736e-05
global_raw,web_attacks,time_quartile_4,0.001,0.5574499368667603,0,760619,0,27,,3.549740408798623e-05
global_raw,web_attacks,full_test,0.01,0.005107160657644272,127,3042346,127,29682,1.0,0.009756286760283018
global_raw,web_attacks,time_quartile_1,0.01,0.005107160657644272,127,760490,127,15703,1.0,0.020648529237728308
global_raw,web_attacks,time_quartile_2,0.01,0.005107160657644272,0,760619,0,3985,,0.005239153899652783
global_raw,web_attacks,time_quartile_3,0.01,0.005107160657644272,0,760618,0,3819,,0.005020917201538749
global_raw,web_attacks,time_quartile_4,0.01,0.005107160657644272,0,760619,0,6175,,0.008118387786789444
global_calibrated,benign,full_test,0.001,0.9661617875099182,2652203,390270,1532346,304,0.5777634668236179,0.0007789479078586619
global_calibrated,benign,time_quartile_1,0.001,0.9661617875099182,420631,339986,228625,0,0.543528651002898,0.0
global_calibrated,benign,time_quartile_2,0.001,0.9661617875099182,752591,8028,439595,304,0.5841087655844941,0.037867463876432486
global_calibrated,benign,time_quartile_3,0.001,0.9661617875099182,759904,714,430628,0,0.5666873710363415,0.0
global_calibrated,benign,time_quartile_4,0.001,0.9661617875099182,719077,41542,433498,0,0.6028533800969854,0.0
global_calibrated,benign,full_test,0.01,0.8112075924873352,2652203,390270,2364028,2891,0.8913450441010737,0.007407692110590104
global_calibrated,benign,time_quartile_1,0.01,0.8112075924873352,420631,339986,379254,1,0.9016311208636548,2.9412975828416463e-06
global_calibrated,benign,time_quartile_2,0.01,0.8112075924873352,752591,8028,671258,2705,0.891929348078837,0.33694569008470354
global_calibrated,benign,time_quartile_3,0.01,0.8112075924873352,759904,714,676199,185,0.8898479281593464,0.25910364145658266
global_calibrated,benign,time_quartile_4,0.01,0.8112075924873352,719077,41542,637317,0,0.886298685676221,0.0
global_calibrated,bot,full_test,0.001,0.0182636808604002,41542,3000931,41542,9504,1.0,0.0031670171690052185
global_calibrated,bot,time_quartile_1,0.001,0.0182636808604002,0,760617,0,8882,,0.011677361931169038
global_calibrated,bot,time_quartile_2,0.001,0.0182636808604002,0,760619,0,198,,0.00026031429664523235
global_calibrated,bot,time_quartile_3,0.001,0.0182636808604002,0,760618,0,100,,0.00013147203984128694
global_calibrated,bot,time_quartile_4,0.001,0.0182636808604002,41542,719077,41542,324,1.0,0.000450577615470944
global_calibrated,bot,full_test,0.01,0.012649906799197197,41542,3000931,41542,38812,1.0,0.0129333196931219
global_calibrated,bot,time_quartile_1,0.01,0.012649906799197197,0,760617,0,38028,,0.04999625304193832
global_calibrated,bot,time_quartile_2,0.01,0.012649906799197197,0,760619,0,264,,0.00034708572886030985
global_calibrated,bot,time_quartile_3,0.01,0.012649906799197197,0,760618,0,129,,0.00016959893139526018
global_calibrated,bot,time_quartile_4,0.01,0.012649906799197197,41542,719077,41542,391,1.0,0.0005437526162010467
global_calibrated,brute_force,full_test,0.001,0.0011595486430451274,37696,3004777,37696,4562,1.0,0.0015182491080036888
global_calibrated,brute_force,time_quartile_1,0.001,0.0011595486430451274,37696,722921,37696,521,1.0,0.0007206873226811781
global_calibrated,brute_force,time_quartile_2,0.001,0.0011595486430451274,0,760619,0,350,,0.0004601515344738956
global_calibrated,brute_force,time_quartile_3,0.001,0.0011595486430451274,0,760618,0,359,,0.0004719846230302202
global_calibrated,brute_force,time_quartile_4,0.001,0.0011595486430451274,0,760619,0,3332,,0.0043806426081914865
global_calibrated,brute_force,full_test,0.01,0.0004215863882564008,37696,3004777,37696,36588,1.0,0.012176610776773119
global_calibrated,brute_force,time_quartile_1,0.01,0.0004215863882564008,37696,722921,37696,31498,1.0,0.04357045928946593
global_calibrated,brute_force,time_quartile_2,0.01,0.0004215863882564008,0,760619,0,667,,0.0008769173528402525
global_calibrated,brute_force,time_quartile_3,0.01,0.0004215863882564008,0,760618,0,698,,0.0009176748380921829
global_calibrated,brute_force,time_quartile_4,0.01,0.0004215863882564008,0,760619,0,3725,,0.004897327045472175
global_calibrated,ddos,full_test,0.001,0.003020839300006628,262680,2779793,262680,4813,1.0,0.0017314238865987503
global_calibrated,ddos,time_quartile_1,0.001,0.003020839300006628,262680,497937,262680,653,1.0,0.0013114108812962283
global_calibrated,ddos,time_quartile_2,0.001,0.003020839300006628,0,760619,0,434,,0.0005705879027476306
global_calibrated,ddos,time_quartile_3,0.001,0.003020839300006628,0,760618,0,358,,0.0004706699026318073
global_calibrated,ddos,time_quartile_4,0.001,0.003020839300006628,0,760619,0,3368,,0.004427972480308801
global_calibrated,ddos,full_test,0.01,0.0005935310618951917,262680,2779793,262680,15400,1.0,0.0055399808546895395
global_calibrated,ddos,time_quartile_1,0.01,0.0005935310618951917,262680,497937,262680,3373,1.0,0.006773949314873167
global_calibrated,ddos,time_quartile_2,0.01,0.0005935310618951917,0,760619,0,1116,,0.0014672260356367642
global_calibrated,ddos,time_quartile_3,0.01,0.0005935310618951917,0,760618,0,1431,,0.0018813648901288163
global_calibrated,ddos,time_quartile_4,0.01,0.0005935310618951917,0,760619,0,9480,,0.012463532990892943
global_calibrated,dos,full_test,0.001,0.006411777343600988,39483,3002990,39483,16185,1.0,0.0053896283370907
global_calibrated,dos,time_quartile_1,0.001,0.006411777343600988,39483,721134,39483,11755,1.0,0.016300715262350687
global_calibrated,dos,time_quartile_2,0.001,0.006411777343600988,0,760619,0,364,,0.00047855759585285144
global_calibrated,dos,time_quartile_3,0.001,0.006411777343600988,0,760618,0,658,,0.0008650860221556682
global_calibrated,dos,time_quartile_4,0.001,0.006411777343600988,0,760619,0,3408,,0.004480561227105818
global_calibrated,dos,full_test,0.01,0.0028690851759165525,39483,3002990,39483,50173,1.0,0.01670768134426022
global_calibrated,dos,time_quartile_1,0.01,0.0028690851759165525,39483,721134,39483,45032,1.0,0.06244609184978104
global_calibrated,dos,time_quartile_2,0.01,0.0028690851759165525,0,760619,0,569,,0.0007480749231875617
global_calibrated,dos,time_quartile_3,0.01,0.0028690851759165525,0,760618,0,916,,0.0012042838849461886
global_calibrated,dos,time_quartile_4,0.01,0.0028690851759165525,0,760619,0,3656,,0.004806611457247321
global_calibrated,infiltration,full_test,0.001,0.9923984408378601,8742,3033731,850,39,0.09723175474719743,1.2855457520788758e-05
global_calibrated,infiltration,time_quartile_1,0.001,0.9923984408378601,0,760617,0,33,,4.338583018786064e-05
global_calibrated,infiltration,time_quartile_2,0.001,0.9923984408378601,8028,752591,850,6,0.10587942202291978,7.972457815732582e-06
global_calibrated,infiltration,time_quartile_3,0.001,0.9923984408378601,714,759904,0,0,0.0,0.0
global_calibrated,infiltration,time_quartile_4,0.001,0.9923984408378601,0,760619,0,0,,0.0
global_calibrated,infiltration,full_test,0.01,0.4602990448474884,8742,3033731,2947,15246,0.33710821322351864,0.005025495009280651
global_calibrated,infiltration,time_quartile_1,0.01,0.4602990448474884,0,760617,0,2246,,0.0029528658970283334
global_calibrated,infiltration,time_quartile_2,0.01,0.4602990448474884,8028,752591,2855,4449,0.35563029397110113,0.00591157747036571
global_calibrated,infiltration,time_quartile_3,0.01,0.4602990448474884,714,759904,92,4967,0.12885154061624648,0.00653635196024761
global_calibrated,infiltration,time_quartile_4,0.01,0.4602990448474884,0,760619,0,3584,,0.004711951713012691
global_calibrated,web_attacks,full_test,0.001,0.5121873617172241,127,3042346,106,316,0.8346456692913385,0.00010386721299944188
global_calibrated,web_attacks,time_quartile_1,0.001,0.5121873617172241,127,760490,106,97,0.8346456692913385,0.00012754934318662966
global_calibrated,web_attacks,time_quartile_2,0.001,0.5121873617172241,0,760619,0,166,,0.00021824329920761907
global_calibrated,web_attacks,time_quartile_3,0.001,0.5121873617172241,0,760618,0,25,,3.2868009960321736e-05
global_calibrated,web_attacks,time_quartile_4,0.001,0.5121873617172241,0,760619,0,28,,3.681212275791165e-05
global_calibrated,web_attacks,full_test,0.01,0.013668975792825222,127,3042346,127,29574,1.0,0.009720787839384475
global_calibrated,web_attacks,time_quartile_1,0.01,0.013668975792825222,127,760490,127,15467,1.0,0.020338203000696917
global_calibrated,web_attacks,time_quartile_2,0.01,0.013668975792825222,0,760619,0,4019,,0.005283854334430247
global_calibrated,web_attacks,time_quartile_3,0.01,0.013668975792825222,0,760618,0,3876,,0.005095856264248282
global_calibrated,web_attacks,time_quartile_4,0.01,0.013668975792825222,0,760619,0,6212,,0.008167032377576685
designed_e1_raw,benign,full_test,0.001,0.994164764881134,2652203,390270,643225,235,0.24252479919523506,0.0006021472314038999
designed_e1_raw,benign,time_quartile_1,0.001,0.994164764881134,420631,339986,89547,0,0.21288730502506947,0.0
designed_e1_raw,benign,time_quartile_2,0.001,0.994164764881134,752591,8028,193797,228,0.25750640121925455,0.028400597907324365
designed_e1_raw,benign,time_quartile_3,0.001,0.994164764881134,759904,714,184290,7,0.2425174758916916,0.00980392156862745
designed_e1_raw,benign,time_quartile_4,0.001,0.994164764881134,719077,41542,175591,0,0.24418942616715594,0.0
designed_e1_raw,benign,full_test,0.01,0.9901576042175293,2652203,390270,1767654,2493,0.6664851823182464,0.006387885310169882
designed_e1_raw,benign,time_quartile_1,0.01,0.9901576042175293,420631,339986,271962,1,0.6465571962123572,2.9412975828416463e-06
designed_e1_raw,benign,time_quartile_2,0.01,0.9901576042175293,752591,8028,497104,2140,0.6605234450053216,0.2665670154459392
designed_e1_raw,benign,time_quartile_3,0.01,0.9901576042175293,759904,714,518580,352,0.6824283067334821,0.49299719887955185
designed_e1_raw,benign,time_quartile_4,0.01,0.9901576042175293,719077,41542,480008,0,0.667533518663509,0.0
designed_e1_raw,bot,full_test,0.001,0.026223860681056976,41542,3000931,41422,519,0.9971113571806846,0.000172946328989237
designed_e1_raw,bot,time_quartile_1,0.001,0.026223860681056976,0,760617,0,292,,0.00038389886105622147
designed_e1_raw,bot,time_quartile_2,0.001,0.026223860681056976,0,760619,0,73,,9.597446290455537e-05
designed_e1_raw,bot,time_quartile_3,0.001,0.026223860681056976,0,760618,0,4,,5.258881593651478e-06
designed_e1_raw,bot,time_quartile_4,0.001,0.026223860681056976,41542,719077,41422,150,0.9971113571806846,0.0002086007479032148
designed_e1_raw,bot,full_test,0.01,0.019794153049588203,41542,3000931,41422,5067,0.9971113571806846,0.0016884760096116838
designed_e1_raw,bot,time_quartile_1,0.01,0.019794153049588203,0,760617,0,4778,,0.00628174232235146
designed_e1_raw,bot,time_quartile_2,0.01,0.019794153049588203,0,760619,0,85,,0.00011175108694366035
designed_e1_raw,bot,time_quartile_3,0.01,0.019794153049588203,0,760618,0,11,,1.4461924382541565e-05
designed_e1_raw,bot,time_quartile_4,0.01,0.019794153049588203,41542,719077,41422,193,0.9971113571806846,0.00026839962896880304
designed_e1_raw,brute_force,full_test,0.001,0.0015384388389065862,37696,3004777,37676,359,0.9994694397283531,0.00011947642037994833
designed_e1_raw,brute_force,time_quartile_1,0.001,0.0015384388389065862,37696,722921,37676,42,0.9994694397283531,5.809763445798365e-05
designed_e1_raw,brute_force,time_quartile_2,0.001,0.0015384388389065862,0,760619,0,87,,0.00011438052428351119
designed_e1_raw,brute_force,time_quartile_3,0.001,0.0015384388389065862,0,760618,0,85,,0.00011175123386509391
designed_e1_raw,brute_force,time_quartile_4,0.001,0.0015384388389065862,0,760619,0,145,,0.00019063420713918533
designed_e1_raw,brute_force,full_test,0.01,0.0002826102136168629,37696,3004777,37696,11935,1.0,0.003972008571684354
designed_e1_raw,brute_force,time_quartile_1,0.01,0.0002826102136168629,37696,722921,37696,10520,1.0,0.014552074154714
designed_e1_raw,brute_force,time_quartile_2,0.01,0.0002826102136168629,0,760619,0,381,,0.0005009078132415835
designed_e1_raw,brute_force,time_quartile_3,0.01,0.0002826102136168629,0,760618,0,306,,0.00040230444191433805
designed_e1_raw,brute_force,time_quartile_4,0.01,0.0002826102136168629,0,760619,0,728,,0.0009571151917057029
designed_e1_raw,ddos,full_test,0.001,0.0032632688526064157,262680,2779793,262680,638,1.0,0.00022951349255142378
designed_e1_raw,ddos,time_quartile_1,0.001,0.0032632688526064157,262680,497937,262680,49,1.0,9.840602325193749e-05
designed_e1_raw,ddos,time_quartile_2,0.001,0.0032632688526064157,0,760619,0,135,,0.00017748702043993115
designed_e1_raw,ddos,time_quartile_3,0.001,0.0032632688526064157,0,760618,0,92,,0.000120954276653984
designed_e1_raw,ddos,time_quartile_4,0.001,0.0032632688526064157,0,760619,0,362,,0.0004759281585130006
designed_e1_raw,ddos,full_test,0.01,0.0009920039447024465,262680,2779793,262680,2519,1.0,0.0009061825826599319
designed_e1_raw,ddos,time_quartile_1,0.01,0.0009920039447024465,262680,497937,262680,575,1.0,0.0011547645585686542
designed_e1_raw,ddos,time_quartile_2,0.01,0.0009920039447024465,0,760619,0,303,,0.000398359756987401
designed_e1_raw,ddos,time_quartile_3,0.01,0.0009920039447024465,0,760618,0,172,,0.00022613190852701357
designed_e1_raw,ddos,time_quartile_4,0.01,0.0009920039447024465,0,760619,0,1469,,0.001931321726120436
designed_e1_raw,dos,full_test,0.001,0.005681298673152924,39483,3002990,39483,5158,1.0,0.0017176214373008235
designed_e1_raw,dos,time_quartile_1,0.001,0.005681298673152924,39483,721134,39483,1775,1.0,0.0024614010710908097
designed_e1_raw,dos,time_quartile_2,0.001,0.005681298673152924,0,760619,0,1140,,0.0014987792837149743
designed_e1_raw,dos,time_quartile_3,0.001,0.005681298673152924,0,760618,0,1315,,0.0017288573239129235
designed_e1_raw,dos,time_quartile_4,0.001,0.005681298673152924,0,760619,0,928,,0.001220058925690786
designed_e1_raw,dos,full_test,0.01,0.0030131738167256117,39483,3002990,39483,33629,1.0,0.01119850548952877
designed_e1_raw,dos,time_quartile_1,0.01,0.0030131738167256117,39483,721134,39483,23496,1.0,0.0325820166570984
designed_e1_raw,dos,time_quartile_2,0.01,0.0030131738167256117,0,760619,0,2938,,0.003862643452240872
designed_e1_raw,dos,time_quartile_3,0.01,0.0030131738167256117,0,760618,0,3851,,0.0050629882542879605
designed_e1_raw,dos,time_quartile_4,0.01,0.0030131738167256117,0,760619,0,3344,,0.004396419232230591
designed_e1_raw,infiltration,full_test,0.001,0.9412671327590942,8742,3033731,1005,119,0.11496225120109815,3.9225626794201595e-05
designed_e1_raw,infiltration,time_quartile_1,0.001,0.9412671327590942,0,760617,0,68,,8.940110462953103e-05
designed_e1_raw,infiltration,time_quartile_2,0.001,0.9412671327590942,8028,752591,1005,29,0.12518684603886399,3.853354610937415e-05
designed_e1_raw,infiltration,time_quartile_3,0.001,0.9412671327590942,714,759904,0,11,0.0,1.447551269634059e-05
designed_e1_raw,infiltration,time_quartile_4,0.001,0.9412671327590942,0,760619,0,11,,1.4461905369179576e-05
designed_e1_raw,infiltration,full_test,0.01,0.11933241784572601,8742,3033731,2557,6729,0.2924959963395104,0.0022180608630099374
designed_e1_raw,infiltration,time_quartile_1,0.01,0.11933241784572601,0,760617,0,1126,,0.0014803771148948813
designed_e1_raw,infiltration,time_quartile_2,0.01,0.11933241784572601,8028,752591,2489,1785,0.31003986048829096,0.002371806200180443
designed_e1_raw,infiltration,time_quartile_3,0.01,0.11933241784572601,714,759904,68,2193,0.09523809523809523,0.0028858908493704467
designed_e1_raw,infiltration,time_quartile_4,0.01,0.11933241784572601,0,760619,0,1625,,0.002136417838628801
designed_e1_raw,web_attacks,full_test,0.001,0.5998360514640808,127,3042346,112,346,0.8818897637795275,0.00011372802436014839
designed_e1_raw,web_attacks,time_quartile_1,0.001,0.5998360514640808,127,760490,112,108,0.8818897637795275,0.00014201370169232994
designed_e1_raw,web_attacks,time_quartile_2,0.001,0.5998360514640808,0,760619,0,185,,0.00024322295393620197
designed_e1_raw,web_attacks,time_quartile_3,0.001,0.5998360514640808,0,760618,0,32,,4.207105274921182e-05
designed_e1_raw,web_attacks,time_quartile_4,0.001,0.5998360514640808,0,760619,0,21,,2.7609092068433738e-05
designed_e1_raw,web_attacks,full_test,0.01,0.06422441452741623,127,3042346,120,42974,0.9448818897637795,0.014125283580500048
designed_e1_raw,web_attacks,time_quartile_1,0.01,0.06422441452741623,127,760490,120,41328,0.9448818897637795,0.05434390984759826
designed_e1_raw,web_attacks,time_quartile_2,0.01,0.06422441452741623,0,760619,0,621,,0.0008164402940236833
designed_e1_raw,web_attacks,time_quartile_3,0.01,0.06422441452741623,0,760618,0,404,,0.0005311470409587993
designed_e1_raw,web_attacks,time_quartile_4,0.01,0.06422441452741623,0,760619,0,621,,0.0008164402940236833
designed_e1_calibrated,benign,full_test,0.001,0.9828231334686279,2652203,390270,561788,213,0.2118193818497302,0.0005457760012299177
designed_e1_calibrated,benign,time_quartile_1,0.001,0.9828231334686279,420631,339986,76104,0,0.18092817695319652,0.0
designed_e1_calibrated,benign,time_quartile_2,0.001,0.9828231334686279,752591,8028,170934,206,0.22712735071240556,0.02566018933731938
designed_e1_calibrated,benign,time_quartile_3,0.001,0.9828231334686279,759904,714,160615,7,0.21136222470206764,0.00980392156862745
designed_e1_calibrated,benign,time_quartile_4,0.001,0.9828231334686279,719077,41542,154135,0,0.2143511751870801,0.0
designed_e1_calibrated,benign,full_test,0.01,0.9743841886520386,2652203,390270,1668249,2476,0.6290050196006867,0.00634432572321726
designed_e1_calibrated,benign,time_quartile_1,0.01,0.9743841886520386,420631,339986,247782,1,0.589072132106288,2.9412975828416463e-06
designed_e1_calibrated,benign,time_quartile_2,0.01,0.9743841886520386,752591,8028,472345,2145,0.6276250978287011,0.2671898355754858
designed_e1_calibrated,benign,time_quartile_3,0.01,0.9743841886520386,759904,714,492266,330,0.6478002484524361,0.46218487394957986
designed_e1_calibrated,benign,time_quartile_4,0.01,0.9743841886520386,719077,41542,455856,0,0.633946016907786,0.0
designed_e1_calibrated,bot,full_test,0.001,0.047937292605638504,41542,3000931,41422,607,0.9971113571806846,0.00020227056203558162
designed_e1_calibrated,bot,time_quartile_1,0.001,0.047937292605638504,0,760617,0,389,,0.0005114269073659937
designed_e1_calibrated,bot,time_quartile_2,0.001,0.047937292605638504,0,760619,0,71,,9.334502556470454e-05
designed_e1_calibrated,bot,time_quartile_3,0.001,0.047937292605638504,0,760618,0,4,,5.258881593651478e-06
designed_e1_calibrated,bot,time_quartile_4,0.001,0.047937292605638504,41542,719077,41422,143,0.9971113571806846,0.0001988660463343981
designed_e1_calibrated,bot,full_test,0.01,0.03839338570833206,41542,3000931,41422,6074,0.9971113571806846,0.002024038540039741
designed_e1_calibrated,bot,time_quartile_1,0.01,0.03839338570833206,0,760617,0,5802,,0.007628017780302044
designed_e1_calibrated,bot,time_quartile_2,0.01,0.03839338570833206,0,760619,0,82,,0.00010780693093388412
designed_e1_calibrated,bot,time_quartile_3,0.01,0.03839338570833206,0,760618,0,7,,9.203042788890086e-06
designed_e1_calibrated,bot,time_quartile_4,0.01,0.03839338570833206,41542,719077,41422,183,0.9971113571806846,0.0002544929124419221
designed_e1_calibrated,brute_force,full_test,0.001,0.0047058286145329475,37696,3004777,37676,411,0.9994694397283531,0.00013678219714807454
designed_e1_calibrated,brute_force,time_quartile_1,0.001,0.0047058286145329475,37696,722921,37676,47,0.9994694397283531,6.501401951250551e-05
designed_e1_calibrated,brute_force,time_quartile_2,0.001,0.0047058286145329475,0,760619,0,93,,0.0001222688363030637
designed_e1_calibrated,brute_force,time_quartile_3,0.001,0.0047058286145329475,0,760618,0,104,,0.00013673092143493844
designed_e1_calibrated,brute_force,time_quartile_4,0.001,0.0047058286145329475,0,760619,0,167,,0.00021955801787754448
designed_e1_calibrated,brute_force,full_test,0.01,0.0013633529888466,37696,3004777,37696,12960,1.0,0.004313132056056074
designed_e1_calibrated,brute_force,time_quartile_1,0.01,0.0013633529888466,37696,722921,37696,11613,1.0,0.01606399592763248
designed_e1_calibrated,brute_force,time_quartile_2,0.01,0.0013633529888466,0,760619,0,343,,0.00045094850378441767
designed_e1_calibrated,brute_force,time_quartile_3,0.01,0.0013633529888466,0,760618,0,294,,0.00038652779713338367
designed_e1_calibrated,brute_force,time_quartile_4,0.01,0.0013633529888466,0,760619,0,710,,0.0009334502556470454
designed_e1_calibrated,ddos,full_test,0.001,0.008682976476848125,262680,2779793,262680,656,1.0,0.00023598879484911287
designed_e1_calibrated,ddos,time_quartile_1,0.001,0.008682976476848125,262680,497937,262680,52,1.0,0.00010443088181838265
designed_e1_calibrated,ddos,time_quartile_2,0.001,0.008682976476848125,0,760619,0,138,,0.0001814311764497074
designed_e1_calibrated,ddos,time_quartile_3,0.001,0.008682976476848125,0,760618,0,92,,0.000120954276653984
designed_e1_calibrated,ddos,time_quartile_4,0.001,0.008682976476848125,0,760619,0,374,,0.0004917047825521056
designed_e1_calibrated,ddos,full_test,0.01,0.0037042952608317137,262680,2779793,262680,2510,1.0,0.0009029449315110874
designed_e1_calibrated,ddos,time_quartile_1,0.01,0.0037042952608317137,262680,497937,262680,569,1.0,0.001142714841435764
