beta,T,tune_balanced_nll
0.0,0.8,2.019583
0.0,1.0,1.835012
0.0,1.25,1.758634
0.5,0.8,7.170491
0.5,1.0,6.051131
0.5,1.25,5.228706
1.0,0.8,18.652765
1.0,1.0,15.072331
1.0,1.25,12.274723
