beta,T,tune_balanced_nll
0.0,0.8,4.163592
0.0,1.0,3.607165
0.0,1.25,3.23423
0.5,0.8,7.860673
0.5,1.0,6.562758
0.5,1.25,5.601308
1.0,0.8,13.31891
1.0,1.0,10.868365
1.0,1.25,8.980574
