beta,T,tune_balanced_nll
0.0,0.8,2.183298
0.0,1.0,2.013889
0.0,1.25,1.945457
0.5,0.8,8.287198
0.5,1.0,6.865079
0.5,1.25,5.799598
1.0,0.8,18.948254
1.0,1.0,15.277312
1.0,1.25,12.38808
