beta,T,tune_balanced_nll
0.0,0.8,2.21246
0.0,1.0,1.989111
0.0,1.25,1.879459
0.5,0.8,7.525901
0.5,1.0,6.32291
0.5,1.25,5.433546
1.0,0.8,18.975107
1.0,1.0,15.330819
1.0,1.25,12.481321
