beta,T,tune_balanced_nll
0.0,0.8,2.047751
0.0,1.0,1.944092
0.0,1.25,2.017163
0.5,0.8,6.679638
0.5,1.0,5.728127
0.5,1.25,5.122018
1.0,0.8,17.349163
1.0,1.0,14.195001
1.0,1.25,11.817439
