beta,T,tune_balanced_nll
0.0,0.8,1.212006
0.0,1.0,1.288202
0.0,1.25,1.433988
0.5,0.8,6.601629
0.5,1.0,5.652134
0.5,1.25,4.969858
1.0,0.8,18.431342
1.0,1.0,14.843835
1.0,1.25,12.049286
