beta,T,tune_balanced_nll
0.0,0.8,6.968041
0.0,1.0,5.853354
0.0,1.25,5.014614
0.5,0.8,10.445691
0.5,1.0,8.568704
0.5,1.25,7.144681
1.0,0.8,14.656911
1.0,1.0,11.905251
1.0,1.25,9.77217
