expert,owned_classes,threshold,owned_support,owned_accept_rate,owned_selected_rate,local_acc_given_owned_selected,owned_all_reject_rate,benign_accept_rate,non_owned_attack_accept_rate,mean_owned_margin,mean_benign_margin,mean_owned_stability
DoS_DDoS,"ddos,dos-goldeneye,dos-hulk,dos-slowhttptest,dos-slowloris",4.190701961517334,75949,0.9955233116960065,0.9953916443929479,0.9999603169354092,0.0005135024819286627,0.0008228153043646611,0.0012997654770986974,5.546473503112793,-0.01014409214258194,0.5670346021652222
Scan_Brute,"ftp-patator,portscan,ssh-patator",5.938488483428955,34553,0.9839087778195815,0.9635342806702747,1.0,0.00043411570630625415,0.000818415222523139,0.0012111425111021397,2.3960087299346924,-0.018096202984452248,0.877457857131958
WebBot_Main,"bot,web-attack-�-brute-force,web-attack-�-xss",1.146280288696289,825,0.9769696969696969,0.9406060606060606,0.8131443298969072,0.0036363636363636364,0.0023210431714029882,0.4855811428312899,1.1842617988586426,0.002561290981248021,0.9390222430229187
Rare_Micro,"heartbleed,infiltration,web-attack-�-sql-injection",2.048311948776245,13,0.9230769230769231,0.6153846153846154,1.0,0.07692307692307693,0.0019250358056659854,0.5640410682044787,1.5216494798660278,0.0013572282623499632,0.972723126411438
