class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3481007,0,0,21919,0
bot,41542,41413,0,0,129,0
brute_force,115040,115020,0,0,20,0
ddos,264872,217300,0,0,47572,0
dos,60594,38019,0,0,22575,0
infiltration,37631,10482,0,0,27149,0
web_attacks,509,231,0,0,278,0
