a,b,agreement
global,e1,0.6282
global,e2,0.6869
global,e3,0.9892
global,e4,0.8575
e1,e2,0.746
e1,e3,0.6345
e1,e4,0.7671
e2,e3,0.694
e2,e4,0.7781
e3,e4,0.8635
