class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,76479,76479,0,3481007,3481007
bot,4,4,0,41413,41413
brute_force,21110,21110,0,115020,115020
ddos,248,248,0,217300,217300
dos,3,3,0,38019,38019
infiltration,19709,19709,0,10482,10482
web_attacks,2089,2089,0,231,231
