K,beta,tune_expert_balanced_nll
2,0.0,1.249991
2,0.5,2.966916
2,1.0,6.033228
4,0.0,0.999374
4,0.5,2.480342
4,1.0,5.672048
8,0.0,1.06675
8,0.5,2.890751
8,1.0,6.709623
