cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,6533,0.06768979245369695,20.73039551709342,931,0,0,0,5452,27,123
1,15873,0.2798336351717047,36.92114570939964,0,0,0,0,0,15873,0
2,20616,0.11200852576960137,10.63380902368797,0,0,0,0,20616,0,0
3,1935325,0.054203177006494095,0.05481671632968796,1740474,20642,39579,131674,149,2807,0
4,129,0.002974598251440083,2421.4335761336633,0,0,0,0,0,0,129
