helpful_override,harmful_override,net_correction,override_precision,activation_rate,accepted_rate,eval_rows,override_among_calls,rejected_calls,rejected_call_rate,mean_realized_gain_calls,mean_realized_gain_overrides,prior_beta,prior_T,K_selected,tau_pre,tau_post,block_jaccard_max,gain_corr_max,benign_rows,benign_harmful_override,eval_pos_adv_rows,eval_pos_adv_proposal_recall,eval_pos_adv_proposal_precision,oracle_utility_total,realized_utility_total,oracle_utility_recovery,oracle_gap_recovery,dense_oracle_macro,route_nearest_centroid_macro,route_top1_noverify_macro,oracle_random_bank_macro,oracle_proximity_bank_macro
12885,20,12865,0.9985,0.5008,0.0032,4023114,0.0064,2001762,0.9936,0.6595,40.8406,0.0,1.25,5,0.6563858985900879,0.0,0.0,0.9898,3502926,18,1113837,0.5404,0.2988,2853746.8,528354.2,0.1851,0.1932,0.83,0.4539,0.4977,0.7775,0.9227
