expert,class,rows,mean_gain,frac_positive
1,benign,100000,-0.07197195777026899,0.00087
1,bot,31156,-0.14948427958479327,0.0003851585569392733
1,brute_force,86279,-0.191156193404728,0.0005099734581995619
1,ddos,100000,-0.06774106281163773,0.00324
1,dos,45446,31.348584314525745,1.0
1,infiltration,28224,14.295398107290678,0.5823767006802721
1,web_attacks,381,191.35936278635404,0.35170603674540685
2,benign,100000,-0.19999852295851098,0.01194
2,bot,31156,-0.09270765424854883,0.009083322634484529
2,brute_force,86279,5.179041745854203,1.0
2,ddos,100000,0.004411741143548744,0.76077
2,dos,45446,2.4538363130254033,0.5622276988073758
2,infiltration,28224,18.679802936921394,0.5861678004535147
2,web_attacks,381,815.0170772962854,0.989501312335958
3,benign,100000,-0.06831859867957545,0.00805
3,bot,31156,0.04116619215842191,1.0
3,brute_force,86279,2.5097280046122514,1.0
3,ddos,100000,0.005214344843895893,0.99913
3,dos,45446,24.855360081418876,0.9875016503102584
3,infiltration,28224,15.380994118941453,0.9436649659863946
3,web_attacks,381,965.7948093965107,1.0
4,benign,100000,-0.01942012141258785,0.13421
4,bot,31156,-0.5667972248112748,0.0
4,brute_force,86279,-0.0072699874197978956,0.4288644977340952
4,ddos,100000,-0.09571300212420941,0.00221
4,dos,45446,19.707674783694017,0.8875588610658803
4,infiltration,28224,3.5309989960823014,0.4330357142857143
4,web_attacks,381,468.04906554805433,0.4645669291338583
5,benign,100000,-0.06690241455116118,0.01836
5,bot,31156,0.03941046920264765,0.9991654897932982
5,brute_force,86279,0.557198410135922,1.0
5,ddos,100000,0.005868241981845234,0.98552
5,dos,45446,7.571425906968607,0.6812040663644765
5,infiltration,28224,15.466692681919326,0.9390589569160998
5,web_attacks,381,985.2699502636656,1.0
