a,b,gain_pearson_r
e1,e2,0.8766
e1,e3,0.8682
e1,e4,0.8629
e1,e5,0.8602
e2,e3,0.9612
e2,e4,0.9048
e2,e5,0.9764
e3,e4,0.9053
e3,e5,0.9898
e4,e5,0.8929
