a,b,gain_pearson_r
e1,e2,0.6153
e1,e3,0.4942
e1,e4,0.9636
e1,e5,0.9414
e1,e6,0.7689
e2,e3,0.6242
e2,e4,0.6827
e2,e5,0.5649
e2,e6,0.7449
e3,e4,0.5482
e3,e5,0.3854
e3,e6,0.7528
e4,e5,0.9436
e4,e6,0.7914
e5,e6,0.6606
