verifier_target,helpful_override,harmful_override,net_correction,override_precision,activation_rate,accepted_rate,eval_rows,override_among_calls,rejected_calls,rejected_call_rate,mean_realized_gain_calls,mean_realized_gain_overrides,prior_beta,prior_T,K_selected,tau_pre,tau_post,block_jaccard_max,gain_corr_max,benign_rows,benign_harmful_override
normgain,11332,141,11191,0.9877,0.0717,0.0568,4023114,0.7925,59861,0.2075,1.0461,0.7136,0.0,1.25,6,0.938453733921051,0.0,0.0,0.9636,3502926,141
