expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9612,143,7691,0.7379,0.7179
2,202121,normgain,0.9109,8482,9537,0.7676,0.4886
3,202121,normgain,0.9575,698,7892,0.6421,0.9837
4,202121,normgain,0.9698,93,6012,0.7316,0.6671
5,202121,normgain,0.9698,37,6058,0.8002,0.6868
6,202121,normgain,0.9269,8449,6335,0.7476,0.5474
