a,b,agreement
global,e1,0.6072
global,e2,0.6437
global,e3,0.7481
global,e4,0.6351
global,e5,0.6395
global,e6,0.6569
e1,e2,0.9588
e1,e3,0.5483
e1,e4,0.9549
e1,e5,0.9597
e1,e6,0.947
e2,e3,0.5854
e2,e4,0.9864
e2,e5,0.9904
e2,e6,0.9806
e3,e4,0.5845
e3,e5,0.5805
e3,e6,0.5985
e4,e5,0.9835
e4,e6,0.9743
e5,e6,0.9772
