class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,88510,77174,-11336,3498003,3497862
bot,4,4,0,41417,41417
brute_force,0,0,0,37676,37676
ddos,21,158,137,213137,216274
dos,77348,77348,0,59953,59953
infiltration,2800,2802,2,1882,10077
web_attacks,2117,2123,6,246,246
