expert,frac_positive,frac_unique_positive,mean_gain_positive
1,0.2896,0.0,10.2451
2,0.6914,0.0011,2.9618
3,0.082,0.0353,6.4885
4,0.2577,0.0,9.3543
5,0.7385,0.0076,4.2196
6,0.2204,0.0001,8.6011
