expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,15793,12761,15793,0,0,0,0,0,15793,0
2,2641,12761,2641,1141,0,0,0,0,1500,0
3,1910241,12761,186000,144247,0,7811,21118,11640,1184,0
4,252,12761,252,0,0,0,0,0,0,252
5,20651,12761,20651,0,20651,0,0,0,0,0
6,405,12761,405,0,0,0,405,0,0,0
