K,beta,tune_expert_balanced_nll
2,0.0,1.173581
2,0.5,2.437752
2,1.0,5.231545
4,0.0,1.114631
4,0.5,2.483933
4,1.0,5.653439
8,0.0,1.367358
8,0.5,3.476386
8,1.0,7.586015
