class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3497862,0,141,4923,0
bot,41542,41417,0,0,125,0
brute_force,115040,37676,0,0,77364,0
ddos,264872,213137,3137,0,48598,0
dos,60594,59953,0,0,641,0
infiltration,37631,1882,8195,0,27554,4
web_attacks,509,246,0,0,263,0
