expert,stage,active_owned_classes,configured_owned_classes,ood_role,id_support,ood_support,threshold,auroc,aupr_id,fpr95,id_retain_at_tau,ood_detect_at_tau
flood,pretrained,dos,"ddos,dos",non_owned_known_attack,60594,179682,-2.681975841522217,0.6043622756854415,0.2952171091898447,0.9970225175587983,0.9654916328349341,0.002810520808984762
flood,pretrained,dos,"ddos,dos",unseen,60594,100000,-2.681975841522217,0.908064144552266,0.8886996826655107,0.42416,0.9654916328349341,0.0
flood,pretrained,dos,"ddos,dos",target_non_owned_validation,60594,129677,-2.681975841522217,0.6432249998008246,0.3954962133262877,0.9969539702491576,0.9654916328349341,0.0028146857191329224
flood,pretrained,dos,"ddos,dos",benign_diagnostic,60594,100000,-2.681975841522217,0.791141921477374,0.7060547481447506,0.99074,0.9654916328349341,0.00736
flood,pretrained,dos,"ddos,dos",pooled_attack_out,60594,279682,-2.681975841522217,0.7129505541112339,0.2817007648811384,0.7921961370413542,0.9654916328349341,0.0018056220993843007
flood,pretrained,dos,"ddos,dos",unseen::ddos,60594,100000,-2.681975841522217,0.908064144552266,0.8886996826655107,0.42416,0.9654916328349341,0.0
flood,energy_finetuned,dos,"ddos,dos",non_owned_known_attack,60594,179682,-2.6834051609039307,0.9317158949505896,0.8120336491383163,0.3742834563284024,0.9926725418358253,0.6257165436715976
flood,energy_finetuned,dos,"ddos,dos",unseen,60594,100000,-2.6834051609039307,0.9398310430075585,0.9214974756611041,0.16699,0.9926725418358253,0.83301
flood,energy_finetuned,dos,"ddos,dos",target_non_owned_validation,60594,129677,-2.6834051609039307,0.9522270734948504,0.8718839074686608,0.25959113798129196,0.9926725418358253,0.740408862018708
flood,energy_finetuned,dos,"ddos,dos",benign_diagnostic,60594,100000,-2.6834051609039307,0.9879829620094399,0.9810339951321821,0.03333,0.9926725418358253,0.96667
flood,energy_finetuned,dos,"ddos,dos",pooled_attack_out,60594,279682,-2.6834051609039307,0.9346174574597854,0.7916528098581244,0.300165902703785,0.9926725418358253,0.699834097296215
flood,energy_finetuned,dos,"ddos,dos",unseen::ddos,60594,100000,-2.6834051609039307,0.9398310430075585,0.9214974756611041,0.16699,0.9926725418358253,0.83301
brute_force,pretrained,brute_force,brute_force,non_owned_known_attack,100000,140276,-3.7822420597076416,0.8774200178932962,0.7477283153047283,0.19266303572956173,0.94722,0.8075936011862328
brute_force,pretrained,brute_force,brute_force,unseen,100000,100000,-3.7822420597076416,0.22150000000000003,0.48070419750898197,0.7785,0.94722,0.2215
brute_force,pretrained,brute_force,brute_force,target_non_owned_validation,100000,129677,-3.7822420597076416,0.889576475242333,0.7808784498105656,0.1717729435443448,0.94722,0.8284892463582594
brute_force,pretrained,brute_force,brute_force,benign_diagnostic,100000,100000,-3.7822420597076416,0.95195248975,0.9371468370402024,0.04809,0.94722,0.95191
brute_force,pretrained,brute_force,brute_force,pooled_attack_out,100000,240276,-3.7822420597076416,0.6044339444222478,0.41388635386109157,0.4364813797466247,0.94722,0.5636684479515224
brute_force,pretrained,brute_force,brute_force,unseen::ddos,100000,100000,-3.7822420597076416,0.22150000000000003,0.48070419750898197,0.7785,0.94722,0.2215
brute_force,energy_finetuned,brute_force,brute_force,non_owned_known_attack,100000,140276,-3.987351894378662,0.9494025759217541,0.8827954336132081,0.150489035900653,0.99994,0.849510964099347
brute_force,energy_finetuned,brute_force,brute_force,unseen,100000,100000,-3.987351894378662,1.0,1.0,0.0,0.99994,1.0
brute_force,energy_finetuned,brute_force,brute_force,target_non_owned_validation,100000,129677,-3.987351894378662,0.9546579936303277,0.8999116340862787,0.1348581475512234,0.99994,0.8651418524487766
brute_force,energy_finetuned,brute_force,brute_force,benign_diagnostic,100000,100000,-3.987351894378662,0.9999999994,0.9999999993999942,0.0,0.99994,1.0
brute_force,energy_finetuned,brute_force,brute_force,pooled_attack_out,100000,240276,-3.987351894378662,0.9704606192045814,0.8827954336132082,0.08785729744127586,0.99994,0.9121427025587241
brute_force,energy_finetuned,brute_force,brute_force,unseen::ddos,100000,100000,-3.987351894378662,1.0,1.0,0.0,0.99994,1.0
tail,pretrained,"bot,infiltration,web_attacks","bot,infiltration,web_attacks",non_owned_known_attack,79682,160594,-3.6636242866516113,0.9515947987631695,0.9412889980859178,0.24672154625951156,0.9550714088501795,0.7532784537404884
tail,pretrained,"bot,infiltration,web_attacks","bot,infiltration,web_attacks",unseen,79682,100000,-3.6636242866516113,0.8949928140608922,0.9277815370421176,0.6358,0.9550714088501795,0.3642
