class,owner_expert,is_tail,singleton_expert,support,xgb_precision,xgb_recall,xgb_f1,expert_precision,expert_recall,expert_f1,f1_delta,owner_expert_in_rate (↑),other_experts_out_rate (↑),in_rate__flood (owner↑/non-owner↓),in_rate__brute_force (owner↑/non-owner↓),in_rate__tail (owner↑/non-owner↓),in_rate__benign (owner↑/non-owner↓)
benign,benign,False,True,100000,,,,0.7968150054554692,0.95668,0.8694601091505615,,0.95668,0.7373666666666666,0.02942,0.0,0.75848,0.95668
brute_force,brute_force,False,True,100000,0.825695648583932,1.0,0.9045271584279317,0.8256870128154313,0.99994,0.9044974310731603,-2.9727354771469372e-05,0.99994,0.7758266666666667,0.67232,0.99994,0.0,0.0002
dos,flood,False,True,60594,0.9998480474092083,0.6515496583820181,0.7889688249400479,0.47212759611309085,0.9926725418358253,0.6399072320687674,-0.1490615928712805,0.9926725418358253,0.8828981967411514,0.9926725418358253,0.3483843284813678,3.300656830709311e-05,0.0028880747268706475
bot,tail,True,False,41542,1.0,0.9969909970632131,0.9984932315963307,1.0,0.9929950411631602,0.9964852101023034,-0.0020080214940273455,0.9931154012806317,0.9982507662927479,0.0,0.0,0.9931154012806317,0.005247701121756295
infiltration,tail,True,False,37631,0.9959443955281624,0.9919215540378943,0.9939289042737318,0.9996123816379644,0.9594217533416598,0.9791048014210362,-0.014824102852695642,0.9594217533416598,0.7891631899232016,0.0004783290372299434,0.0,0.9594217533416598,0.6320321011931652
web_attacks,tail,True,False,509,0.6122448979591837,0.9430255402750491,0.7424593967517401,0.0,0.0,0.0,-0.7424593967517401,0.0137524557956778,0.8690242305173542,0.003929273084479371,0.0,0.0137524557956778,0.3889980353634578
macro_avg,,,,240276,0.8867465978960972,0.9166975499516349,0.8856755031979564,0.6594853981132973,0.789005867268129,0.7039989349330534,-0.18167656826490303,,,,,,
tail_macro_avg,,,,79682,0.8693964311624486,0.9773126971253855,0.911627177540601,0.6665374605459881,0.6508055981682733,0.6585300038411132,-0.2530971736994877,,,,,,
weighted_avg,,,,240276,0.9259617008951716,0.910219913765836,0.905289538188819,0.7921524179436898,0.9884424578401505,0.8634443860711674,-0.04184515211765148,,,,,,
