expert,active_owned_classes,configured_owned_classes,singleton_expert,owned_attack_in_rate (↑),non_owned_attack_false_in_rate (↓),target_non_owned_validation_false_in_rate (↓),unseen_false_in_rate (↓),external_aux_validation_false_in_rate (↓),benign_false_in_rate (diagnostic)
flood,dos,"ddos,dos",True,0.9926725418358253,0.3742834563284024,0.25959113798129196,0.16699,,0.03333
brute_force,brute_force,brute_force,True,0.99994,0.150489035900653,0.1348581475512234,0.0,,0.0
tail,"bot,infiltration,web_attacks","bot,infiltration,web_attacks",False,0.9709470143821691,1.2453765395967471e-05,3e-05,0.77866,,0.77216
benign,benign,benign,True,0.95668,0.10152907489720155,0.1161918331227703,0.2695,,
