round,expert,coverage,regime_tune_rows,marginal,action
0,1,0.1586,9,,dropped(min-support)
0,3,0.0294,0,,dropped(min-support)
0,4,0.1089,0,,dropped(min-support)
0,5,0.0399,32,,dropped(min-support)
0,8,0.0302,0,,dropped(min-support)
0,2,0.0503,1804,10.6716,kept(prune off)
0,6,0.1862,83157,0.0026,kept(prune off)
0,7,0.0268,86,15.2674,kept(prune off)
