class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,49245,49245,0,3487629,3487629
bot,197,197,0,41421,41421
brute_force,21110,21110,0,115020,115020
ddos,203,203,0,241579,241579
dos,5,5,0,38852,38852
infiltration,12425,12425,0,12242,12242
web_attacks,2747,2747,0,439,439
