expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9216,2,15845,0.8261,0.6703
2,202121,normgain,0.8483,232,30424,0.6189,0.9665
3,202121,normgain,0.9738,2,5300,0.7759,0.5551
