class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3500295,0,0,2631,0
bot,41542,41373,0,0,169,0
brute_force,115040,115020,0,0,20,0
ddos,264872,249119,0,0,15753,0
dos,60594,38870,0,0,21724,0
infiltration,37631,10001,0,0,27630,0
web_attacks,509,231,0,0,278,0
