round,expert,coverage,regime_tune_rows,marginal,action
0,1,0.7167,12,,dropped(min-support)
0,2,0.7177,2422,9.0904,kept(prune off)
0,3,0.6979,82711,0.0119,kept(prune off)
0,4,0.7125,84,181.8861,kept(prune off)
