class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,44325,44325,0,3500295,3500295
bot,4,4,0,41373,41373
brute_force,21110,21110,0,115020,115020
ddos,5,5,0,249119,249119
dos,11,11,0,38870,38870
infiltration,588,588,0,10001,10001
web_attacks,2162,2162,0,231,231
