K,beta,tune_expert_balanced_nll
2,0.0,1.480389
2,0.5,3.055331
2,1.0,6.425011
4,0.0,1.338916
4,0.5,3.090343
4,1.0,7.003645
8,0.0,1.02742
8,0.5,2.775464
8,1.0,6.639677
