expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9704,476,5515,0.6115,0.611
2,202121,normgain,0.9018,8888,10958,0.7656,0.2028
