round,expert,coverage,regime_tune_rows,marginal,action
0,3,0.499,14,,dropped(min-support)
0,4,0.0677,34,,dropped(min-support)
0,1,0.2244,2438,36.0239,kept(prune off)
0,2,0.302,82396,0.0063,kept(prune off)
