class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,30622,30622,0,3498385,3498385
bot,5,5,0,41417,41417
brute_force,21118,21118,0,115020,115020
ddos,8,8,0,262620,262620
dos,108,108,0,38855,38855
infiltration,2494,2494,0,10089,10089
web_attacks,2149,2149,0,224,224
