,expert1,expert2,expert3,expert4,expert5,expert6,expert7,global,union
regime1,0.12860180879156832,0.17071346778528196,0.12261924236404852,0.14386202706176532,0.15372391390713,0.1257741113785609,0.1171508027388937,0.8774742352363815,0.19896707251524853
regime2,0.8768694169550372,0.9100763214755785,0.899787322080021,0.6311637789686942,0.8326632556342678,0.8948245045293259,0.9035717013085607,0.9180768245953704,0.9216360976471663
regime3,0.0760398359695372,0.07721148213239602,0.0773286467486819,0.07615700058582309,0.07674282366725249,0.07756297598125367,0.07639132981839485,0.0766256590509666,0.07885178676039836
regime4,0.12179894023704448,0.19889005328334636,0.12699443550648698,0.16810083984000238,0.19989372850585232,0.47373470502280407,0.6651119540670987,0.48511461085445234,0.8100987439299789
regime5,0.6292127083728387,0.7670275302108294,0.5389853298626075,0.30412522194831837,0.588081159820028,0.6614404661345653,0.39371476839800723,0.725042665793239,0.924365184712717
regime6,0.5468113975576662,0.36974219810040704,0.3616010854816825,0.36363636363636365,0.3548168249660787,0.41655359565807326,0.2801899592944369,0.6723202170963365,0.6180461329715061
regime7,0.7179908387300584,0.7896382877902385,0.7009635128731638,0.8341494234718054,0.868741115147686,0.7037434844416364,0.8769862580950877,0.7918496288106145,0.9020375927973464
