policy,macro_f1,tail_f1,benign_f1,accuracy,attack_called_benign,benign_called_attack,changed,H,D
global,0.6834730736740362,0.10094472347566093,0.9122768270895532,0.8894614352189946,0.05343350626582445,0.1370574007225114,0,0,0
regime_route,0.7008728072869859,0.028935556214976756,0.8782105631020756,0.8528733476748706,0.002867995701141555,0.21591980476184663,195547,51781,134899
regime_route+V,0.7730405575695668,0.10278197251193029,0.9289538904460702,0.9122551473044909,0.0051528615373811325,0.13024943329114388,51781,51781,0
class_route,0.7259007077377422,0.029949874813148817,0.8897248617244062,0.8692107268359743,0.003779684758740991,0.1970064477969914,159239,55028,101032
class_route+V,0.7814228619635444,0.10674613312108294,0.9296032411895374,0.9136844588886938,0.0038825162617989743,0.12971019506179873,55028,55028,0
union,0.8088365382865156,0.21411751229252066,0.9433016258942454,0.9300420869974024,0.000984423535372156,0.10683699811843164,92188,92188,0
