regime,rows,row_share,top_class,top_share,second_class,second_share,block_dominant_class,block_dominant_share,global_acc,own_acc,best_other_expert,best_other_acc,union_acc,own_minus_global,own_minus_best_other,own_H,own_D
1,42791,0.018836363412264613,benign,0.8482391157018999,scanning,0.1013764576663317,scanning,0.9923873325213155,0.8774742352363815,0.12860180879156832,2,0.17071346778528196,0.19896707251524853,-0.7488724264448131,-0.042111658993713635,4195,36240
2,2003499,0.8819292669044597,benign,0.6413374800786025,xss,0.15262498259295362,benign,0.22182795698924732,0.9180768245953704,0.9100763214755785,7,0.9035717013085607,0.9216360976471663,-0.008000503119791946,0.006504620167017805,12883,28912
3,8535,0.0037570601697478083,benign,0.9239601640304628,ransomware,0.07592267135325131,ransomware,1.0,0.0766256590509666,0.0773286467486819,6,0.07756297598125367,0.07885178676039836,0.0007029876977152905,-0.00023432923257177274,7,1
4,67751,0.029823618460525336,benign,0.9110123835810542,injection,0.048486369204882585,injection,0.9498920086393089,0.48511461085445234,0.16810083984000238,7,0.6651119540670987,0.8100987439299789,-0.31701377101444994,-0.4970111142270963,2102,23580
5,116018,0.05107048702680741,benign,0.6813425502939199,xss,0.2686996845317106,xss,0.7527631304555069,0.725042665793239,0.588081159820028,2,0.7670275302108294,0.924365184712717,-0.136961505973211,-0.1789463703908014,26950,42840
6,1474,0.0006488467123852688,scanning,0.5854816824966079,benign,0.383989145183175,scanning,0.9950698438783895,0.6723202170963365,0.41655359565807326,1,0.5468113975576662,0.6180461329715061,-0.25576662143826323,-0.1302578018995929,341,718
7,31655,0.013934357313809827,dos,0.6992260306428685,xss,0.16543989891012478,dos,1.0,0.7918496288106145,0.8769862580950877,5,0.868741115147686,0.9020375927973464,0.08513662928447319,0.00824514294740164,5303,2608
