cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,3018,0.18850499325759554,3.1254980487078527,43,0,0,0,2747,31,197
1,46662,0.20354662319421354,0.2173350300329444,9915,9958,6820,9958,101,9900,10
2,3211,0.43002117459011197,7.809118017466582,0,0,3138,0,1,27,45
3,7109,0.1779272089580789,1.2469901729437256,0,0,0,0,7109,0,0
